	GNM000007925	GNM000011465	GNM000011485	GNM000012465	GNM000012505	GNM000012625	GNM000012645	GNM000014585	GNM000015645	GNM000015665	GNM000015685	GNM000015705	GNM000015965	GNM000018065	GNM000018585	GNM000063505	GNM000153045	GNM000153065	GNM000153285	GNM000153805	GNM000153825	GNM000155635	GNM000158595	GNM000161795	GNM000179235	GNM000179255	GNM000195975	GNM000230675	GNM000515235	GNM000737535	GNM000737595	GNM000757845	GNM000757865	GNM000759855	GNM000759865	GNM000759875	GNM000759885	GNM000759935	GNM000759955	GNM000759975	GNM000760015	GNM000760035	GNM000760055	GNM000760075	GNM000760095	GNM000760115	GNM000760155	GNM000760175	GNM000760195	GNM000760215	GNM000760235	GNM000760255	GNM000760275	GNM000760295	GNM000760335	GNM000760355	GNM000760375	GNM001040845	GNM001631935	GNM001631965	GNM001631985	GNM001632005	GNM001632025	GNM001632045	GNM001632065	GNM001632075	GNM001632105	GNM001632125	GNM001632145	GNM001632165	GNM001885215	GNM001989415	GNM001989435	GNM001989455	GNM002006815	GNM002252625	GNM002252635	GNM002252665	GNM002252675	GNM002812945	GNM003011125	GNM003011885	GNM003208055	GNM003208065	GNM004209775	GNM004332405	GNM004332415	GNM007828135	GNM008807075	GNM009834675	GNM900088535
GNM000760115	1397	1642	1376	1477	1409	1433	1637	1422	1662	1579	1473	1383	1650	1648	1373	1394	1366	1374	1409	1412	1420	1368	1644	1424	1384	1391	1427	1423	1417	1422	1423	1677	1485	1623	1616	1641	1649	1625	1662	1644	1636	1671	1654	1652	1654	1764	1394	1384	1395	1395	1489	1394	1397	1365	1361	1391	1390	1425	1418	1364	1376	1378	1373	1379	1378	1375	1419	1374	1370	1417	1345	1675	1673	1673	1193	1382	1352	1363	1362	1658	1295	1348	1438	1448	1395	1396	1389	1346	1364	1366	1371
GNM000760155	1744	1403	1444	1484	1428	1438	1411	1429	1413	1396	1497	1452	1399	1403	1508	1405	1374	1388	1411	1428	1426	1367	1397	1426	1386	1407	1422	1420	1419	1437	1429	1410	1493	1401	1396	1403	1399	1401	1409	1416	1413	1406	1406	1403	1404	1394	1756	1525	1564	1564	1490	1752	1748	1434	1431	1745	1745	1438	1420	1435	1443	1444	1438	1447	1446	1447	1419	1441	1443	1436	1359	1404	1402	1402	1202	1384	1359	1379	1370	1401	1302	1347	1473	1462	1394	1406	1394	1359	1373	1378	1373
GNM000760175	1524	1385	1433	1460	1408	1421	1395	1418	1390	1386	1465	1444	1395	1389	1557	1392	1366	1386	1395	1424	1410	1365	1384	1410	1379	1387	1412	1413	1409	1411	1421	1394	1484	1390	1383	1385	1398	1387	1404	1405	1397	1390	1392	1390	1390	1384	1525	1678	1519	1520	1463	1524	1526	1426	1422	1525	1523	1420	1410	1428	1440	1440	1429	1443	1443	1439	1414	1432	1434	1415	1345	1390	1390	1390	1203	1378	1348	1373	1358	1384	1299	1343	1469	1444	1390	1394	1394	1347	1364	1369	1371
GNM000760195	1564	1393	1430	1469	1414	1421	1406	1423	1400	1401	1486	1443	1393	1405	1499	1393	1366	1387	1398	1413	1422	1375	1401	1414	1382	1396	1416	1410	1409	1413	1417	1413	1486	1410	1403	1393	1397	1409	1400	1410	1408	1406	1404	1404	1405	1395	1564	1519	1756	1753	1480	1563	1565	1421	1417	1560	1562	1425	1415	1420	1439	1435	1428	1440	1440	1441	1416	1429	1439	1433	1352	1398	1396	1396	1199	1377	1361	1380	1369	1396	1306	1353	1463	1456	1392	1398	1388	1351	1370	1379	1374
GNM000760215	1565	1394	1430	1470	1414	1421	1407	1423	1400	1401	1486	1443	1393	1405	1498	1394	1367	1388	1399	1413	1422	1376	1401	1414	1383	1397	1416	1411	1409	1413	1417	1413	1487	1410	1403	1394	1397	1409	1400	1410	1409	1406	1404	1404	1405	1395	1564	1520	1753	1758	1480	1564	1566	1421	1417	1563	1563	1425	1415	1420	1439	1435	1428	1440	1440	1441	1416	1429	1439	1433	1353	1398	1396	1396	1200	1378	1362	1381	1370	1396	1306	1354	1463	1457	1393	1399	1389	1352	1371	1380	1375
GNM000760235	1492	1466	1443	1787	1453	1472	1470	1448	1470	1450	1795	1446	1465	1474	1458	1426	1392	1400	1444	1460	1447	1396	1469	1475	1412	1428	1457	1459	1445	1446	1459	1500	1787	1468	1461	1466	1466	1468	1474	1484	1471	1470	1472	1473	1474	1489	1490	1463	1480	1480	1889	1491	1489	1429	1427	1486	1484	1457	1452	1433	1441	1442	1434	1445	1445	1447	1453	1440	1442	1458	1372	1480	1477	1477	1216	1409	1377	1396	1391	1470	1327	1373	1689	1740	1419	1419	1422	1372	1404	1396	1400
GNM000760255	1748	1402	1444	1486	1427	1439	1412	1429	1412	1396	1497	1452	1398	1402	1507	1405	1374	1389	1411	1428	1426	1368	1397	1427	1387	1408	1423	1420	1419	1437	1430	1411	1493	1401	1396	1402	1399	1401	1408	1416	1414	1405	1406	1404	1405	1394	1752	1524	1563	1564	1491	1756	1747	1433	1430	1748	1743	1439	1421	1434	1443	1444	1437	1446	1445	1447	1420	1441	1443	1436	1359	1404	1402	1402	1202	1385	1360	1380	1371	1400	1301	1348	1474	1464	1395	1406	1394	1359	1373	1378	1374
GNM000760275	1747	1404	1444	1485	1429	1440	1414	1431	1416	1399	1496	1452	1401	1406	1507	1406	1375	1389	1412	1429	1427	1368	1400	1428	1387	1408	1424	1421	1420	1438	1430	1413	1492	1404	1399	1404	1401	1404	1412	1418	1416	1409	1409	1406	1407	1397	1748	1526	1565	1566	1489	1747	1754	1434	1431	1740	1741	1439	1421	1435	1443	1444	1438	1447	1446	1447	1420	1441	1443	1437	1360	1406	1404	1404	1203	1385	1360	1380	1371	1403	1302	1348	1471	1461	1395	1407	1395	1360	1374	1379	1374
GNM000760295	1433	1348	2047	1418	1690	1723	1363	1757	1353	1335	1424	2089	1356	1359	1421	1759	1689	1716	1754	1706	1791	1680	1351	1658	1707	1703	1690	1784	1732	1751	1739	1360	1439	1356	1351	1348	1358	1357	1367	1371	1364	1360	1361	1360	1360	1365	1434	1426	1421	1421	1429	1433	1434	2441	2430	1433	1432	1773	1793	2089	2067	2072	2053	2070	2072	2056	1802	2064	2068	1750	1645	1363	1361	1361	1448	1695	1673	1635	1673	1353	1567	1638	1414	1406	1720	1707	1715	1645	1678	1682	1692
GNM000760335	1430	1346	2042	1416	1685	1717	1360	1754	1350	1333	1421	2085	1353	1356	1417	1757	1687	1712	1749	1702	1787	1673	1349	1654	1706	1701	1684	1780	1726	1745	1735	1356	1436	1353	1348	1346	1356	1354	1365	1368	1361	1358	1359	1357	1357	1361	1431	1422	1417	1417	1427	1430	1431	2430	2433	1430	1429	1769	1789	2082	2061	2067	2050	2064	2066	2052	1797	2059	2064	1745	1644	1360	1358	1358	1444	1692	1671	1633	1671	1350	1562	1634	1413	1404	1716	1704	1711	1644	1676	1680	1688
GNM000760355	1742	1400	1443	1481	1426	1437	1409	1428	1409	1393	1492	1452	1395	1399	1507	1405	1374	1388	1410	1428	1424	1367	1393	1425	1386	1407	1422	1419	1417	1435	1428	1408	1490	1399	1394	1400	1397	1399	1405	1413	1411	1402	1403	1400	1401	1391	1745	1525	1560	1563	1486	1748	1740	1433	1430	1755	1745	1435	1420	1433	1442	1443	1437	1445	1444	1446	1419	1440	1442	1434	1359	1401	1399	1399	1202	1384	1359	1381	1372	1396	1300	1348	1472	1460	1394	1405	1393	1359	1373	1380	1374
GNM000760375	1738	1397	1441	1479	1425	1436	1407	1426	1407	1392	1491	1450	1393	1397	1503	1405	1372	1387	1410	1425	1424	1365	1392	1424	1385	1406	1421	1417	1417	1435	1427	1406	1488	1396	1391	1397	1394	1396	1403	1410	1409	1400	1400	1398	1399	1390	1745	1523	1562	1563	1484	1743	1741	1432	1429	1745	1752	1434	1419	1432	1440	1441	1436	1444	1443	1444	1418	1438	1440	1432	1357	1400	1398	1398	1202	1383	1358	1379	1370	1395	1300	1346	1470	1459	1393	1405	1393	1357	1371	1377	1372
GNM001040845	1440	1395	1773	1437	1934	1962	1412	2313	1394	1379	1445	1792	1409	1411	1421	2008	1870	1922	2046	1952	2039	1853	1408	1895	1903	1908	1915	2194	1963	1966	2027	1427	1455	1393	1387	1396	1414	1391	1418	1407	1412	1401	1406	1405	1405	1425	1438	1420	1425	1425	1457	1439	1439	1773	1769	1435	1434	2501	2107	1760	1771	1763	1756	1774	1774	1769	2118	1760	1778	2017	1819	1411	1410	1410	1555	1873	1848	1852	1858	1398	1710	1837	1433	1423	1954	1945	1928	1821	1853	1864	1867
GNM001631935	1422	1390	1787	1436	1925	1982	1404	2086	1395	1382	1449	1809	1399	1412	1414	2021	1840	1931	2027	1927	2068	1853	1408	1905	1915	1891	1928	2078	1983	1994	2003	1425	1455	1394	1385	1391	1408	1392	1418	1406	1404	1399	1404	1403	1404	1418	1420	1410	1415	1415	1452	1421	1421	1793	1789	1420	1419	2107	3018	1786	1800	1800	1786	1797	1795	1788	2976	1795	1787	2238	1808	1406	1405	1405	1561	1862	1832	1832	1850	1395	1709	1824	1436	1418	1959	1933	1928	1811	1852	1856	1856
GNM001631965	1434	1349	2102	1425	1689	1734	1361	1746	1352	1334	1430	2138	1357	1356	1425	1752	1683	1724	1754	1708	1779	1680	1350	1655	1709	1700	1700	1770	1735	1745	1754	1367	1452	1355	1349	1349	1370	1358	1372	1371	1361	1363	1362	1360	1360	1364	1435	1428	1420	1420	1433	1434	1435	2089	2082	1433	1432	1760	1786	2326	2116	2113	2095	2125	2121	2109	1793	2103	2102	1744	1646	1361	1360	1360	1442	1689	1673	1644	1676	1352	1558	1641	1426	1415	1716	1708	1721	1646	1683	1684	1688
GNM001631985	1443	1367	2098	1439	1706	1734	1380	1764	1368	1346	1450	2186	1375	1378	1440	1753	1691	1736	1751	1720	1788	1688	1366	1669	1716	1703	1712	1767	1742	1751	1750	1380	1463	1371	1365	1367	1374	1373	1379	1386	1380	1376	1374	1373	1373	1376	1443	1440	1439	1439	1441	1443	1443	2067	2061	1442	1440	1771	1800	2116	2316	2108	2105	2111	2114	2126	1808	2102	2109	1756	1658	1374	1373	1373	1451	1697	1680	1651	1694	1363	1569	1638	1435	1427	1734	1714	1726	1661	1691	1689	1696
GNM001632005	1444	1362	2136	1437	1701	1737	1374	1750	1366	1345	1447	2114	1367	1370	1429	1744	1694	1730	1750	1713	1797	1692	1361	1669	1726	1711	1710	1769	1737	1760	1755	1376	1465	1364	1358	1362	1375	1365	1379	1383	1375	1376	1373	1369	1369	1378	1444	1440	1435	1435	1442	1444	1444	2072	2067	1443	1441	1763	1800	2113	2108	2432	2154	2110	2108	2157	1803	2396	2130	1768	1660	1375	1374	1374	1447	1703	1676	1648	1689	1367	1569	1649	1433	1428	1729	1717	1713	1659	1700	1701	1700
GNM001632025	1437	1356	2104	1429	1687	1725	1370	1741	1358	1339	1435	2099	1364	1364	1427	1744	1683	1722	1741	1702	1786	1682	1355	1666	1720	1703	1699	1757	1727	1741	1742	1368	1455	1359	1354	1356	1367	1360	1372	1380	1371	1374	1366	1365	1365	1373	1438	1429	1428	1428	1434	1437	1438	2053	2050	1437	1436	1756	1786	2095	2105	2154	2286	2090	2092	2125	1790	2146	2110	1750	1650	1370	1369	1369	1445	1693	1667	1645	1672	1362	1558	1636	1425	1420	1726	1708	1712	1650	1688	1681	1690
GNM001632045	1446	1366	2102	1436	1715	1745	1380	1763	1370	1349	1447	2126	1376	1380	1436	1776	1700	1745	1766	1733	1807	1707	1363	1670	1728	1711	1724	1778	1759	1778	1768	1386	1466	1370	1364	1366	1382	1371	1382	1392	1381	1382	1375	1373	1373	1379	1447	1443	1440	1440	1445	1446	1447	2070	2064	1445	1444	1774	1797	2125	2111	2110	2090	2425	2405	2139	1805	2101	2143	1762	1664	1381	1380	1380	1459	1707	1698	1657	1711	1369	1582	1657	1440	1424	1742	1732	1747	1664	1700	1710	1713
GNM001632065	1445	1367	2101	1438	1714	1742	1381	1762	1371	1350	1448	2122	1376	1380	1437	1776	1700	1745	1763	1733	1807	1704	1364	1669	1727	1709	1722	1778	1755	1774	1767	1384	1467	1371	1365	1367	1382	1372	1383	1390	1382	1383	1375	1374	1374	1378	1446	1443	1440	1440	1445	1445	1446	2072	2066	1444	1443	1774	1795	2121	2114	2108	2092	2405	2423	2136	1803	2102	2141	1761	1663	1381	1380	1380	1459	1706	1697	1656	1709	1369	1582	1655	1439	1426	1741	1730	1746	1663	1699	1710	1712
GNM001632075	1447	1366	2154	1441	1700	1735	1381	1751	1371	1351	1448	2138	1373	1374	1433	1752	1698	1737	1753	1725	1800	1691	1363	1671	1728	1714	1713	1773	1749	1754	1760	1386	1463	1370	1364	1367	1374	1372	1378	1391	1382	1383	1375	1374	1374	1375	1447	1439	1441	1441	1447	1447	1447	2056	2052	1446	1444	1769	1788	2109	2126	2157	2125	2139	2136	2350	1796	2148	2149	1769	1663	1378	1377	1377	1450	1706	1682	1653	1692	1374	1573	1646	1436	1426	1732	1718	1719	1663	1695	1690	1701
GNM001632105	1421	1389	1796	1437	1929	1991	1404	2099	1402	1383	1452	1820	1402	1415	1422	2028	1850	1943	2033	1939	2079	1860	1410	1909	1920	1899	1934	2090	1993	2004	2011	1430	1455	1394	1385	1390	1405	1393	1419	1405	1404	1398	1403	1401	1402	1419	1419	1414	1416	1416	1453	1420	1420	1802	1797	1419	1418	2118	2976	1793	1808	1803	1790	1805	1803	1796	3024	1799	1794	2234	1815	1405	1404	1404	1568	1868	1837	1841	1859	1396	1718	1833	1435	1419	1972	1944	1939	1817	1861	1862	1863
GNM001632125	1441	1358	2127	1435	1695	1734	1371	1748	1363	1342	1444	2105	1364	1368	1427	1741	1692	1729	1747	1708	1794	1687	1357	1664	1724	1707	1706	1764	1733	1757	1750	1372	1463	1361	1355	1358	1372	1362	1375	1380	1372	1373	1370	1366	1366	1374	1441	1432	1429	1429	1440	1441	1441	2064	2059	1440	1438	1760	1795	2103	2102	2396	2146	2101	2102	2148	1799	2405	2125	1760	1658	1372	1371	1371	1447	1700	1674	1643	1682	1364	1568	1641	1431	1426	1726	1715	1712	1657	1696	1691	1695
GNM001632145	1443	1363	2122	1434	1709	1739	1375	1761	1367	1344	1443	2140	1366	1372	1428	1763	1692	1725	1769	1710	1794	1689	1361	1667	1724	1713	1705	1775	1742	1758	1752	1380	1459	1369	1363	1363	1374	1372	1377	1387	1376	1376	1376	1371	1372	1370	1443	1434	1439	1439	1442	1443	1443	2068	2064	1442	1440	1778	1787	2102	2109	2130	2110	2143	2141	2149	1794	2125	2338	1770	1653	1373	1372	1372	1443	1692	1678	1643	1682	1365	1567	1651	1432	1425	1729	1715	1727	1653	1684	1692	1696
GNM001632165	1437	1408	1755	1445	1913	1952	1409	2024	1407	1399	1456	1774	1400	1426	1414	1961	1792	1878	1979	1909	2014	1804	1416	1911	1870	1888	1912	2021	1946	1959	1944	1433	1465	1414	1406	1409	1413	1412	1428	1414	1410	1419	1417	1416	1417	1417	1436	1415	1433	1433	1458	1436	1437	1750	1745	1434	1432	2017	2238	1744	1756	1768	1750	1762	1761	1769	2234	1760	1770	2445	1770	1408	1406	1406	1523	1800	1774	1790	1795	1400	1671	1779	1434	1428	1909	1914	1892	1771	1800	1797	1807
GNM001885215	1360	1326	1659	1359	1726	1780	1332	1811	1321	1320	1369	1668	1328	1332	1347	1813	2112	1892	1820	1735	1827	1995	1322	1707	1933	1874	1770	1836	1789	1794	1807	1343	1374	1323	1316	1326	1332	1322	1336	1331	1332	1336	1327	1326	1327	1345	1359	1345	1352	1353	1372	1359	1360	1645	1644	1359	1357	1819	1808	1646	1658	1660	1650	1664	1663	1663	1815	1658	1653	1770	2652	1342	1342	1342	1565	2180	2064	1916	2037	1336	1776	1902	1352	1340	1883	1803	1809	2643	1906	2049	2047
GNM001989415	1407	1652	1376	1481	1409	1438	1665	1409	1667	1582	1485	1386	1686	1651	1381	1386	1367	1383	1401	1407	1410	1368	1647	1421	1381	1390	1430	1408	1420	1424	1428	1677	1491	1625	1619	1652	1654	1627	1663	1679	1664	1689	1661	1659	1662	1675	1404	1390	1398	1398	1480	1404	1406	1363	1360	1401	1400	1411	1406	1361	1374	1375	1370	1381	1381	1378	1405	1372	1373	1408	1342	1801	1795	1795	1190	1375	1347	1354	1353	1684	1281	1343	1441	1449	1399	1389	1386	1344	1364	1356	1370
GNM001989435	1405	1652	1375	1477	1408	1437	1664	1408	1667	1584	1484	1385	1683	1649	1382	1385	1367	1382	1400	1406	1409	1368	1646	1420	1381	1390	1429	1407	1419	1423	1427	1676	1488	1625	1618	1652	1652	1627	1661	1677	1663	1689	1658	1657	1661	1673	1402	1390	1396	1396	1477	1402	1404	1361	1358	1399	1398	1410	1405	1360	1373	1374	1369	1380	1380	1377	1404	1371	1372	1406	1342	1795	1800	1800	1190	1375	1346	1354	1353	1681	1281	1343	1440	1445	1398	1388	1385	1344	1364	1356	1370
GNM001989455	1405	1652	1375	1477	1408	1437	1664	1408	1667	1584	1484	1385	1683	1649	1382	1385	1367	1382	1400	1406	1409	1368	1646	1420	1381	1390	1429	1407	1419	1423	1427	1676	1488	1625	1618	1652	1652	1627	1661	1677	1663	1689	1658	1657	1661	1673	1402	1390	1396	1396	1477	1402	1404	1361	1358	1399	1398	1410	1405	1360	1373	1374	1369	1380	1380	1377	1404	1371	1372	1406	1342	1795	1800	1800	1190	1375	1346	1354	1353	1681	1281	1343	1440	1445	1398	1388	1385	1344	1364	1356	1370
GNM002006815	1203	1181	1450	1221	1487	1525	1188	1551	1177	1162	1221	1458	1187	1181	1206	1569	1599	1604	1579	1491	1565	1569	1175	1477	1625	1574	1522	1571	1537	1541	1550	1183	1230	1182	1177	1181	1188	1182	1192	1195	1188	1186	1180	1179	1180	1193	1202	1203	1199	1200	1216	1202	1203	1448	1444	1202	1202	1555	1561	1442	1451	1447	1445	1459	1459	1450	1568	1447	1443	1523	1565	1190	1190	1190	1860	1640	1607	1619	1611	1188	1824	1639	1208	1201	1600	1572	1579	1566	1529	1622	1587
GNM002252625	1386	1361	1696	1398	1775	1848	1362	1853	1349	1353	1404	1711	1364	1359	1370	1869	2335	1956	1889	1792	1882	2088	1352	1752	2034	1953	1851	1909	1848	1859	1870	1373	1416	1356	1349	1360	1357	1353	1366	1373	1362	1368	1353	1355	1357	1382	1384	1378	1377	1378	1409	1385	1385	1695	1692	1384	1383	1873	1862	1689	1697	1703	1693	1707	1706	1706	1868	1700	1692	1800	2180	1375	1375	1375	1640	2772	2192	2026	2228	1368	1880	2041	1389	1372	1943	1858	1864	2178	1969	2228	2171
GNM002252635	1361	1338	1675	1368	1728	1791	1333	1836	1323	1324	1373	1697	1341	1331	1353	1844	2149	1889	1861	1743	1837	2063	1324	1710	2009	1904	1799	1862	1819	1823	1823	1340	1386	1325	1320	1339	1338	1324	1341	1340	1333	1345	1327	1329	1331	1352	1359	1348	1361	1362	1377	1360	1360	1673	1671	1359	1358	1848	1832	1673	1680	1676	1667	1698	1697	1682	1837	1674	1678	1774	2064	1347	1346	1346	1607	2192	2542	1951	2244	1338	1801	1954	1357	1343	1901	1833	1843	2064	1946	2228	2096
GNM002252665	1381	1351	1652	1386	1742	1776	1355	1839	1341	1338	1396	1666	1348	1355	1373	1829	1951	1917	1829	1751	1843	1944	1346	1730	1991	1925	1790	1854	1785	1783	1807	1365	1402	1347	1341	1351	1353	1346	1353	1353	1356	1362	1349	1350	1351	1363	1379	1373	1380	1381	1396	1380	1380	1635	1633	1381	1379	1852	1832	1644	1651	1648	1645	1657	1656	1653	1841	1643	1643	1790	1916	1354	1354	1354	1619	2026	1951	2349	1968	1354	1836	2054	1380	1361	1898	1841	1833	1916	1812	1980	1975
GNM002252675	1372	1351	1681	1377	1731	1799	1343	1846	1335	1338	1383	1711	1349	1346	1354	1862	2153	1900	1873	1745	1855	2124	1331	1720	2035	1924	1807	1872	1821	1830	1844	1359	1397	1338	1330	1351	1347	1336	1351	1347	1344	1356	1336	1337	1338	1362	1370	1358	1369	1370	1391	1371	1371	1673	1671	1372	1370	1858	1850	1676	1694	1689	1672	1711	1709	1692	1859	1682	1682	1795	2037	1353	1353	1353	1611	2228	2244	1968	2820	1348	1822	1981	1364	1354	1935	1847	1850	2038	1981	2613	2140
GNM002812945	1403	1624	1368	1470	1395	1416	1639	1397	1661	1584	1474	1371	1655	1655	1371	1369	1357	1367	1383	1399	1397	1354	1637	1404	1364	1378	1412	1404	1403	1405	1405	1665	1478	1622	1617	1623	1633	1624	1650	1647	1639	1665	1650	1649	1651	1658	1401	1384	1396	1396	1470	1400	1403	1353	1350	1396	1395	1398	1395	1352	1363	1367	1362	1369	1369	1374	1396	1364	1365	1400	1336	1684	1681	1681	1188	1368	1338	1354	1348	1737	1285	1340	1433	1440	1382	1374	1371	1336	1350	1352	1358
GNM003011125	1301	1276	1570	1317	1626	1669	1289	1692	1271	1265	1326	1579	1278	1284	1305	1718	1810	1822	1748	1633	1714	1739	1268	1609	1833	1765	1689	1742	1682	1694	1697	1294	1332	1271	1265	1276	1281	1272	1283	1284	1289	1280	1273	1273	1275	1295	1302	1299	1306	1306	1327	1301	1302	1567	1562	1300	1300	1710	1709	1558	1569	1569	1558	1582	1582	1573	1718	1568	1567	1671	1776	1281	1281	1281	1824	1880	1801	1836	1822	1285	2300	1869	1315	1297	1796	1715	1726	1779	1695	1835	1804
GNM003011885	1349	1332	1647	1367	1729	1763	1335	1838	1328	1318	1373	1659	1335	1336	1344	1830	1976	1895	1853	1743	1831	1956	1328	1708	1994	1936	1786	1858	1771	1776	1807	1348	1384	1329	1323	1332	1335	1330	1342	1339	1336	1343	1332	1333	1334	1348	1347	1343	1353	1354	1373	1348	1348	1638	1634	1348	1346	1837	1824	1641	1638	1649	1636	1657	1655	1646	1833	1641	1651	1779	1902	1343	1343	1343	1639	2041	1954	2054	1981	1340	1869	2373	1356	1343	1906	1829	1823	1901	1827	1988	2003
GNM003208055	1474	1426	1431	1680	1430	1441	1449	1425	1435	1418	1711	1439	1435	1442	1453	1400	1379	1392	1414	1439	1424	1373	1442	1434	1391	1406	1429	1427	1422	1427	1436	1452	1707	1432	1425	1425	1455	1432	1448	1451	1451	1434	1440	1440	1441	1438	1473	1469	1463	1463	1689	1474	1471	1414	1413	1472	1470	1433	1436	1426	1435	1433	1425	1440	1439	1436	1435	1431	1432	1434	1352	1441	1440	1440	1208	1389	1357	1380	1364	1433	1315	1356	1792	1648	1399	1402	1407	1354	1382	1375	1382
GNM003208065	1465	1436	1420	1745	1422	1432	1445	1417	1446	1421	1745	1428	1439	1448	1437	1389	1363	1378	1403	1422	1408	1361	1444	1432	1377	1395	1414	1421	1411	1413	1424	1456	1739	1439	1433	1436	1445	1437	1450	1450	1446	1443	1440	1441	1441	1448	1462	1444	1456	1457	1740	1464	1461	1406	1404	1460	1459	1423	1418	1415	1427	1428	1420	1424	1426	1426	1419	1426	1425	1428	1340	1449	1445	1445	1201	1372	1343	1361	1354	1440	1297	1343	1648	1779	1385	1389	1387	1342	1368	1361	1365
GNM004209775	1396	1371	1735	1411	1831	1910	1381	1956	1370	1354	1413	1751	1381	1382	1385	2017	1932	2226	2006	1833	2021	1932	1371	1829	2098	1950	1930	1974	1925	1929	1940	1396	1426	1367	1362	1372	1378	1367	1389	1385	1382	1386	1380	1376	1377	1395	1394	1390	1392	1393	1419	1395	1395	1720	1716	1394	1393	1954	1959	1716	1734	1729	1726	1742	1741	1732	1972	1726	1729	1909	1883	1399	1398	1398	1600	1943	1901	1898	1935	1382	1796	1906	1399	1385	2480	2093	2055	1885	1914	1935	1950
GNM004332405	1407	1370	1720	1409	1833	1894	1385	1944	1370	1358	1412	1733	1381	1385	1392	2009	1849	2016	1999	1837	1999	1846	1375	1831	1960	1915	1898	1975	1899	1913	1925	1390	1424	1371	1366	1371	1377	1371	1392	1380	1386	1380	1382	1381	1382	1396	1406	1394	1398	1399	1419	1406	1407	1707	1704	1405	1405	1945	1933	1708	1714	1717	1708	1732	1730	1718	1944	1715	1715	1914	1803	1389	1388	1388	1572	1858	1833	1841	1847	1374	1715	1829	1402	1389	2093	2286	2150	1807	1828	1841	1838
GNM004332415	1395	1366	1713	1413	1850	1881	1377	1926	1364	1354	1416	1734	1377	1380	1393	2022	1862	2006	1999	1841	1983	1850	1368	1827	1936	1889	1893	1953	1897	1920	1911	1383	1434	1365	1360	1367	1372	1365	1385	1381	1378	1375	1372	1372	1373	1389	1394	1394	1388	1389	1422	1394	1395	1715	1711	1393	1393	1928	1928	1721	1726	1713	1712	1747	1746	1719	1939	1712	1727	1892	1809	1386	1385	1385	1579	1864	1843	1833	1850	1371	1726	1823	1407	1387	2055	2150	2256	1810	1835	1840	1849
GNM007828135	1360	1327	1660	1361	1727	1781	1334	1811	1322	1320	1371	1669	1329	1334	1348	1814	2111	1893	1819	1735	1826	1994	1323	1708	1935	1872	1770	1839	1790	1794	1807	1344	1376	1325	1318	1327	1334	1324	1338	1332	1334	1338	1329	1328	1329	1346	1359	1347	1351	1352	1372	1359	1360	1645	1644	1359	1357	1821	1811	1646	1661	1659	1650	1664	1663	1663	1817	1657	1653	1771	2643	1344	1344	1344	1566	2178	2064	1916	2038	1336	1779	1901	1354	1342	1885	1807	1810	2662	1906	2049	2046
GNM008807075	1374	1341	1681	1384	1774	1831	1344	1850	1338	1326	1393	1708	1348	1347	1369	1859	1964	1880	1887	1775	1860	1967	1341	1748	1925	1855	1821	1854	1844	1855	1875	1365	1403	1343	1337	1342	1352	1342	1358	1347	1345	1354	1342	1341	1342	1364	1373	1364	1370	1371	1404	1373	1374	1678	1676	1373	1371	1853	1852	1683	1691	1700	1688	1700	1699	1695	1861	1696	1684	1800	1906	1364	1364	1364	1529	1969	1946	1812	1981	1350	1695	1827	1382	1368	1914	1828	1835	1906	2329	1986	1973
GNM009834675	1379	1352	1690	1381	1738	1811	1346	1848	1338	1340	1392	1707	1352	1347	1363	1863	2170	1920	1875	1754	1863	2133	1336	1725	2037	1919	1809	1876	1828	1835	1849	1362	1400	1341	1336	1352	1355	1341	1353	1350	1347	1359	1340	1335	1336	1366	1378	1369	1379	1380	1396	1378	1379	1682	1680	1380	1377	1864	1856	1684	1689	1701	1681	1710	1710	1690	1862	1691	1692	1797	2049	1356	1356	1356	1622	2228	2228	1980	2613	1352	1835	1988	1375	1361	1935	1841	1840	2049	1986	2791	2166
GNM900088535	1375	1351	1699	1393	1780	1854	1357	1853	1345	1343	1399	1711	1360	1354	1370	1877	2158	1953	1901	1794	1887	2321	1342	1753	2025	1931	1855	1878	1867	1874	1879	1367	1409	1343	1337	1352	1354	1344	1354	1360	1358	1364	1349	1349	1350	1371	1373	1371	1374	1375	1400	1374	1374	1692	1688	1374	1372	1867	1856	1688	1696	1700	1690	1713	1712	1701	1863	1695	1696	1807	2047	1370	1370	1370	1587	2171	2096	1975	2140	1358	1804	2003	1382	1365	1950	1838	1849	2046	1973	2166	2605
