	GNM000007925	GNM000011465	GNM000011485	GNM000012465	GNM000012505	GNM000012625	GNM000012645	GNM000014585	GNM000015645	GNM000015665	GNM000015685	GNM000015705	GNM000015965	GNM000018065	GNM000018585	GNM000063505	GNM000153045	GNM000153065	GNM000153285	GNM000153805	GNM000153825	GNM000155635	GNM000158595	GNM000161795	GNM000179235	GNM000179255	GNM000195975	GNM000230675	GNM000515235	GNM000737535	GNM000737595	GNM000757845	GNM000757865	GNM000759855	GNM000759865	GNM000759875	GNM000759885	GNM000759935	GNM000759955	GNM000759975	GNM000760015	GNM000760035	GNM000760055	GNM000760075	GNM000760095	GNM000760115	GNM000760155	GNM000760175	GNM000760195	GNM000760215	GNM000760235	GNM000760255	GNM000760275	GNM000760295	GNM000760335	GNM000760355	GNM000760375	GNM001040845	GNM001631935	GNM001631965	GNM001631985	GNM001632005	GNM001632025	GNM001632045	GNM001632065	GNM001632075	GNM001632105	GNM001632125	GNM001632145	GNM001632165	GNM001885215	GNM001989415	GNM001989435	GNM001989455	GNM002006815	GNM002252625	GNM002252635	GNM002252665	GNM002252675	GNM002812945	GNM003011125	GNM003011885	GNM003208055	GNM003208065	GNM004209775	GNM004332405	GNM004332415	GNM007828135	GNM008807075	GNM009834675	GNM900088535
OG0010791																									GNM000179235__gene922																																																																		
OG0010792																									GNM000179235__gene923																																																																		
OG0010793																									GNM000179235__gene933																																																																		
OG0010794																									GNM000179235__gene970																																																																		
OG0010795																									GNM000179235__gene989																																																																		
OG0010796																									GNM000179235__gene1009																																																																		
OG0010797																									GNM000179235__gene1032																																																																		
OG0010798																									GNM000179235__gene1033																																																																		
OG0010799																									GNM000179235__gene1034																																																																		
OG0010800																									GNM000179235__gene1038																																																																		
OG0010801																									GNM000179235__gene1039																																																																		
OG0010802																									GNM000179235__gene1040																																																																		
OG0010803																									GNM000179235__gene1045																																																																		
OG0010804																									GNM000179235__gene1048																																																																		
OG0010805																									GNM000179235__gene1049																																																																		
OG0010806																									GNM000179235__gene1050																																																																		
OG0010807																									GNM000179235__gene1056																																																																		
OG0010808																									GNM000179235__gene1057																																																																		
OG0010809																									GNM000179235__gene1058																																																																		
OG0010810																									GNM000179235__gene1066																																																																		
OG0010811																									GNM000179235__gene1079																																																																		
OG0010812																									GNM000179235__gene1102																																																																		
OG0010813																									GNM000179235__gene1103																																																																		
OG0010814																									GNM000179235__gene1113																																																																		
OG0010815																									GNM000179235__gene1128																																																																		
OG0010816																									GNM000179235__gene1136																																																																		
OG0010817																									GNM000179235__gene1138																																																																		
OG0010818																									GNM000179235__gene1161																																																																		
OG0010819																									GNM000179235__gene1204																																																																		
OG0010820																									GNM000179235__gene1205																																																																		
OG0010821																									GNM000179235__gene1252																																																																		
OG0010822																									GNM000179235__gene1253																																																																		
OG0010823																									GNM000179235__gene1254																																																																		
OG0010824																									GNM000179235__gene1256																																																																		
OG0010825																									GNM000179235__gene1257																																																																		
OG0010826																									GNM000179235__gene1258																																																																		
OG0010827																									GNM000179235__gene1260																																																																		
OG0010828																									GNM000179235__gene1261																																																																		
OG0010829																									GNM000179235__gene1266																																																																		
OG0010830																									GNM000179235__gene1267																																																																		
OG0010831																									GNM000179235__gene1318																																																																		
OG0010832																									GNM000179235__gene1320																																																																		
OG0010833																									GNM000179235__gene1323																																																																		
OG0010834																									GNM000179235__gene1324																																																																		
OG0010835																									GNM000179235__gene1351																																																																		
OG0010836																									GNM000179235__gene1418																																																																		
OG0010837																									GNM000179235__gene1469																																																																		
OG0010838																									GNM000179235__gene1494																																																																		
OG0010839																									GNM000179235__gene1504																																																																		
OG0010840																									GNM000179235__gene1512																																																																		
OG0010841																									GNM000179235__gene1536																																																																		
OG0010842																									GNM000179235__gene1560																																																																		
OG0010843																									GNM000179235__gene1561																																																																		
OG0010844																									GNM000179235__gene1563																																																																		
OG0010845																									GNM000179235__gene1586																																																																		
OG0010846																									GNM000179235__gene1595																																																																		
OG0010847																									GNM000179235__gene1596																																																																		
OG0010848																									GNM000179235__gene1597																																																																		
OG0010849																									GNM000179235__gene1598																																																																		
OG0010850																									GNM000179235__gene1603																																																																		
OG0010851																									GNM000179235__gene1604																																																																		
OG0010852																									GNM000179235__gene1605																																																																		
OG0010853																									GNM000179235__gene1606																																																																		
OG0010854																									GNM000179235__gene1612																																																																		
OG0010855																									GNM000179235__gene1613																																																																		
OG0010856																									GNM000179235__gene1779																																																																		
OG0010857																									GNM000179235__gene1781																																																																		
OG0010858																									GNM000179235__gene1782																																																																		
OG0010859																									GNM000179235__gene1783																																																																		
OG0010860																									GNM000179235__gene1785																																																																		
OG0010861																									GNM000179235__gene1789																																																																		
OG0010862																									GNM000179235__gene1791																																																																		
OG0010863																									GNM000179235__gene1792																																																																		
OG0010864																									GNM000179235__gene1793																																																																		
OG0010865																									GNM000179235__gene1844																																																																		
OG0010866																									GNM000179235__gene1849																																																																		
OG0010867																									GNM000179235__gene1864																																																																		
OG0010868																									GNM000179235__gene1886																																																																		
OG0010869																									GNM000179235__gene1908																																																																		
OG0010870																									GNM000179235__gene1925																																																																		
OG0010871																									GNM000179235__gene1944																																																																		
OG0010872																									GNM000179235__gene1945																																																																		
OG0010873																									GNM000179235__gene1946																																																																		
OG0010874																									GNM000179235__gene1958																																																																		
OG0010875																									GNM000179235__gene2030																																																																		
OG0010876																									GNM000179235__gene2076																																																																		
OG0010877																									GNM000179235__gene2081																																																																		
OG0010878																									GNM000179235__gene2082																																																																		
OG0010879																									GNM000179235__gene2084																																																																		
OG0010880																									GNM000179235__gene2104																																																																		
OG0010881																									GNM000179235__gene2116																																																																		
OG0010882																									GNM000179235__gene2175																																																																		
OG0010883																									GNM000179235__gene2262																																																																		
OG0010884																									GNM000179235__gene2320																																																																		
OG0010885																									GNM000179235__gene2321																																																																		
OG0010886																									GNM000179235__gene2337																																																																		
OG0010887																									GNM000179235__gene2342																																																																		
OG0010888																									GNM000179235__gene2343																																																																		
OG0010889																									GNM000179235__gene2347																																																																		
OG0010890																									GNM000179235__gene2357																																																																		
OG0010891																									GNM000179235__gene2358																																																																		
OG0010892																									GNM000179235__gene2359																																																																		
OG0010893																									GNM000179235__gene2361																																																																		
OG0010894																									GNM000179235__gene2362																																																																		
OG0010895																									GNM000179235__gene2366																																																																		
OG0010896																									GNM000179235__gene2368																																																																		
OG0010897																									GNM000179235__gene2369																																																																		
OG0010898																									GNM000179235__gene2371																																																																		
OG0010899																									GNM000179235__gene2372																																																																		
OG0010900																									GNM000179235__gene2373																																																																		
OG0010901																									GNM000179235__gene2374																																																																		
OG0010902																									GNM000179235__gene2375																																																																		
OG0010903																									GNM000179235__gene2376																																																																		
OG0010904																									GNM000179235__gene2381																																																																		
OG0010905																									GNM000179235__gene2382																																																																		
OG0010906																									GNM000179235__gene2405																																																																		
OG0010907																									GNM000179235__gene2427																																																																		
OG0010908																									GNM000179235__gene2428																																																																		
OG0010909																									GNM000179235__gene2430																																																																		
OG0010910																									GNM000179235__gene2438																																																																		
OG0010911																									GNM000179235__gene2447																																																																		
OG0010912																									GNM000179235__gene2456																																																																		
OG0010913																									GNM000179235__gene2462																																																																		
OG0010914																									GNM000179235__gene2464																																																																		
OG0010915																									GNM000179235__gene2465																																																																		
OG0010916																									GNM000179235__gene2479																																																																		
OG0010917																									GNM000179235__gene2483																																																																		
OG0010918																									GNM000179235__gene2485																																																																		
OG0010919																									GNM000179235__gene2486																																																																		
OG0010920																									GNM000179235__gene2496																																																																		
OG0010921																									GNM000179235__gene2507																																																																		
OG0010922																									GNM000179235__gene2508																																																																		
OG0010923																									GNM000179235__gene2509																																																																		
OG0010924																									GNM000179235__gene2511																																																																		
OG0010925																									GNM000179235__gene2513																																																																		
OG0010926																									GNM000179235__gene2524																																																																		
OG0010927																									GNM000179235__gene2531																																																																		
OG0010928																									GNM000179235__gene2535																																																																		
OG0010929																									GNM000179235__gene2557																																																																		
OG0010930																									GNM000179235__gene2559																																																																		
OG0010931																									GNM000179235__gene2561																																																																		
OG0010932																									GNM000179235__gene2562																																																																		
OG0010933																									GNM000179235__gene2566																																																																		
OG0010934																									GNM000179235__gene2567																																																																		
OG0010935																									GNM000179235__gene2568																																																																		
OG0010936																									GNM000179235__gene2573																																																																		
OG0010937																									GNM000179235__gene2574																																																																		
OG0010938																									GNM000179235__gene2576																																																																		
OG0010939																									GNM000179235__gene2577																																																																		
OG0010940																									GNM000179235__gene2579																																																																		
OG0010941																									GNM000179235__gene2583																																																																		
OG0010942																									GNM000179235__gene2631																																																																		
OG0010943																									GNM000179235__gene2632																																																																		
OG0010944																									GNM000179235__gene2633																																																																		
OG0010945																									GNM000179235__gene2656																																																																		
OG0010946																									GNM000179235__gene2683																																																																		
OG0010947																									GNM000179235__gene2795																																																																		
OG0010948																									GNM000179235__gene2797																																																																		
OG0010949																									GNM000179235__gene2801																																																																		
OG0010950																									GNM000179235__gene2840																																																																		
OG0010951																									GNM000179235__gene2866																																																																		
OG0010952																									GNM000179235__gene2871																																																																		
OG0010953																									GNM000179235__gene2884																																																																		
OG0010954																									GNM000179235__gene2886																																																																		
OG0010955																									GNM000179235__gene2887																																																																		
OG0010956																									GNM000179235__gene2893																																																																		
OG0010957																									GNM000179235__gene2965																																																																		
OG0010958																									GNM000179235__gene2999																																																																		
OG0010959																									GNM000179235__gene3024																																																																		
OG0010960																										GNM000179255__gene5																																																																	
OG0010961																										GNM000179255__gene15																																																																	
OG0010962																										GNM000179255__gene16																																																																	
OG0010963																										GNM000179255__gene17																																																																	
OG0010964																										GNM000179255__gene18																																																																	
OG0010965																										GNM000179255__gene23																																																																	
OG0010966																										GNM000179255__gene51																																																																	
OG0010967																										GNM000179255__gene53																																																																	
OG0010968																										GNM000179255__gene54																																																																	
OG0010969																										GNM000179255__gene55																																																																	
OG0010970																										GNM000179255__gene56																																																																	
OG0010971																										GNM000179255__gene89																																																																	
OG0010972																										GNM000179255__gene102																																																																	
OG0010973																										GNM000179255__gene106																																																																	
OG0010974																										GNM000179255__gene140																																																																	
OG0010975																										GNM000179255__gene143																																																																	
OG0010976																										GNM000179255__gene146																																																																	
OG0010977																										GNM000179255__gene161																																																																	
OG0010978																										GNM000179255__gene214																																																																	
OG0010979																										GNM000179255__gene251																																																																	
OG0010980																										GNM000179255__gene277																																																																	
OG0010981																										GNM000179255__gene285																																																																	
OG0010982																										GNM000179255__gene304																																																																	
OG0010983																										GNM000179255__gene313																																																																	
OG0010984																										GNM000179255__gene322																																																																	
OG0010985																										GNM000179255__gene345																																																																	
OG0010986																										GNM000179255__gene346																																																																	
OG0010987																										GNM000179255__gene348																																																																	
OG0010988																										GNM000179255__gene350																																																																	
OG0010989																										GNM000179255__gene365																																																																	
OG0010990																										GNM000179255__gene366																																																																	
OG0010991																										GNM000179255__gene391																																																																	
OG0010992																										GNM000179255__gene406																																																																	
OG0010993																										GNM000179255__gene407																																																																	
OG0010994																										GNM000179255__gene408																																																																	
OG0010995																										GNM000179255__gene411																																																																	
OG0010996																										GNM000179255__gene419																																																																	
OG0010997																										GNM000179255__gene452																																																																	
OG0010998																										GNM000179255__gene485																																																																	
OG0010999																										GNM000179255__gene507																																																																	
OG0011000																										GNM000179255__gene511																																																																	
OG0011001																										GNM000179255__gene513																																																																	
OG0011002																										GNM000179255__gene517																																																																	
OG0011003																										GNM000179255__gene518																																																																	
OG0011004																										GNM000179255__gene532																																																																	
OG0011005																										GNM000179255__gene556																																																																	
OG0011006																										GNM000179255__gene558																																																																	
OG0011007																										GNM000179255__gene568																																																																	
OG0011008																										GNM000179255__gene576																																																																	
OG0011009																										GNM000179255__gene586																																																																	
OG0011010																										GNM000179255__gene589																																																																	
OG0011011																										GNM000179255__gene590																																																																	
OG0011012																										GNM000179255__gene593																																																																	
OG0011013																										GNM000179255__gene596																																																																	
OG0011014																										GNM000179255__gene603																																																																	
OG0011015																										GNM000179255__gene612																																																																	
OG0011016																										GNM000179255__gene616																																																																	
OG0011017																										GNM000179255__gene617																																																																	
OG0011018																										GNM000179255__gene621																																																																	
OG0011019																										GNM000179255__gene635																																																																	
OG0011020																										GNM000179255__gene649																																																																	
OG0011021																										GNM000179255__gene651																																																																	
OG0011022																										GNM000179255__gene715																																																																	
OG0011023																										GNM000179255__gene726																																																																	
OG0011024																										GNM000179255__gene818																																																																	
OG0011025																										GNM000179255__gene886																																																																	
OG0011026																										GNM000179255__gene986																																																																	
OG0011027																										GNM000179255__gene1009																																																																	
OG0011028																										GNM000179255__gene1068																																																																	
OG0011029																										GNM000179255__gene1069																																																																	
OG0011030																										GNM000179255__gene1071																																																																	
OG0011031																										GNM000179255__gene1075																																																																	
OG0011032																										GNM000179255__gene1076																																																																	
OG0011033																										GNM000179255__gene1084																																																																	
OG0011034																										GNM000179255__gene1090																																																																	
OG0011035																										GNM000179255__gene1092																																																																	
OG0011036																										GNM000179255__gene1097																																																																	
OG0011037																										GNM000179255__gene1106																																																																	
OG0011038																										GNM000179255__gene1110																																																																	
OG0011039																										GNM000179255__gene1116																																																																	
OG0011040																										GNM000179255__gene1117																																																																	
OG0011041																										GNM000179255__gene1118																																																																	
OG0011042																										GNM000179255__gene1123																																																																	
OG0011043																										GNM000179255__gene1134																																																																	
OG0011044																										GNM000179255__gene1139																																																																	
OG0011045																										GNM000179255__gene1140																																																																	
OG0011046																										GNM000179255__gene1147																																																																	
OG0011047																										GNM000179255__gene1149																																																																	
OG0011048																										GNM000179255__gene1151																																																																	
OG0011049																										GNM000179255__gene1172																																																																	
OG0011050																										GNM000179255__gene1174																																																																	
OG0011051																										GNM000179255__gene1176																																																																	
OG0011052																										GNM000179255__gene1183																																																																	
OG0011053																										GNM000179255__gene1184																																																																	
OG0011054																										GNM000179255__gene1188																																																																	
OG0011055																										GNM000179255__gene1192																																																																	
OG0011056																										GNM000179255__gene1193																																																																	
OG0011057																										GNM000179255__gene1194																																																																	
OG0011058																										GNM000179255__gene1195																																																																	
OG0011059																										GNM000179255__gene1210																																																																	
OG0011060																										GNM000179255__gene1211																																																																	
OG0011061																										GNM000179255__gene1214																																																																	
OG0011062																										GNM000179255__gene1216																																																																	
OG0011063																										GNM000179255__gene1232																																																																	
OG0011064																										GNM000179255__gene1240																																																																	
OG0011065																										GNM000179255__gene1249																																																																	
OG0011066																										GNM000179255__gene1255																																																																	
OG0011067																										GNM000179255__gene1257																																																																	
OG0011068																										GNM000179255__gene1258																																																																	
OG0011069																										GNM000179255__gene1263																																																																	
OG0011070																										GNM000179255__gene1271																																																																	
OG0011071																										GNM000179255__gene1277																																																																	
OG0011072																										GNM000179255__gene1281																																																																	
OG0011073																										GNM000179255__gene1282																																																																	
OG0011074																										GNM000179255__gene1284																																																																	
OG0011075																										GNM000179255__gene1290																																																																	
OG0011076																										GNM000179255__gene1292																																																																	
OG0011077																										GNM000179255__gene1296																																																																	
OG0011078																										GNM000179255__gene1300																																																																	
OG0011079																										GNM000179255__gene1301																																																																	
OG0011080																										GNM000179255__gene1302																																																																	
OG0011081																										GNM000179255__gene1305																																																																	
OG0011082																										GNM000179255__gene1306																																																																	
OG0011083																										GNM000179255__gene1311																																																																	
OG0011084																										GNM000179255__gene1313																																																																	
OG0011085																										GNM000179255__gene1314																																																																	
OG0011086																										GNM000179255__gene1315																																																																	
OG0011087																										GNM000179255__gene1357																																																																	
OG0011088																										GNM000179255__gene1358																																																																	
OG0011089																										GNM000179255__gene1359																																																																	
OG0011090																										GNM000179255__gene1392																																																																	
OG0011091																										GNM000179255__gene1424																																																																	
OG0011092																										GNM000179255__gene1432																																																																	
OG0011093																										GNM000179255__gene1459																																																																	
OG0011094																										GNM000179255__gene1466																																																																	
OG0011095																										GNM000179255__gene1467																																																																	
OG0011096																										GNM000179255__gene1470																																																																	
OG0011097																										GNM000179255__gene1471																																																																	
OG0011098																										GNM000179255__gene1498																																																																	
OG0011099																										GNM000179255__gene1499																																																																	
OG0011100																										GNM000179255__gene1502																																																																	
OG0011101																										GNM000179255__gene1506																																																																	
OG0011102																										GNM000179255__gene1523																																																																	
OG0011103																										GNM000179255__gene1540																																																																	
OG0011104																										GNM000179255__gene1541																																																																	
OG0011105																										GNM000179255__gene1618																																																																	
OG0011106																										GNM000179255__gene1625																																																																	
OG0011107																										GNM000179255__gene1730																																																																	
OG0011108																										GNM000179255__gene1744																																																																	
OG0011109																										GNM000179255__gene1817																																																																	
OG0011110																										GNM000179255__gene1881																																																																	
OG0011111																										GNM000179255__gene1892																																																																	
OG0011112																										GNM000179255__gene1929																																																																	
OG0011113																										GNM000179255__gene1965																																																																	
OG0011114																										GNM000179255__gene1966																																																																	
OG0011115																										GNM000179255__gene1971																																																																	
OG0011116																										GNM000179255__gene1983																																																																	
OG0011117																										GNM000179255__gene1989																																																																	
OG0011118																										GNM000179255__gene1994																																																																	
OG0011119																										GNM000179255__gene1995																																																																	
OG0011120																										GNM000179255__gene2036																																																																	
OG0011121																										GNM000179255__gene2058																																																																	
OG0011122																										GNM000179255__gene2252																																																																	
OG0011123																										GNM000179255__gene2256																																																																	
OG0011124																										GNM000179255__gene2257																																																																	
OG0011125																										GNM000179255__gene2275																																																																	
OG0011126																										GNM000179255__gene2333																																																																	
OG0011127																										GNM000179255__gene2334																																																																	
OG0011128																										GNM000179255__gene2341																																																																	
OG0011129																										GNM000179255__gene2361																																																																	
OG0011130																										GNM000179255__gene2400																																																																	
OG0011131																										GNM000179255__gene2401																																																																	
OG0011132																										GNM000179255__gene2402																																																																	
OG0011133																										GNM000179255__gene2413																																																																	
OG0011134																										GNM000179255__gene2414																																																																	
OG0011135																										GNM000179255__gene2415																																																																	
OG0011136																										GNM000179255__gene2416																																																																	
OG0011137																										GNM000179255__gene2417																																																																	
OG0011138																										GNM000179255__gene2437																																																																	
OG0011139																										GNM000179255__gene2585																																																																	
OG0011140																										GNM000179255__gene2586																																																																	
OG0011141																										GNM000179255__gene2593																																																																	
OG0011142																										GNM000179255__gene2594																																																																	
OG0011143																										GNM000179255__gene2595																																																																	
OG0011144																										GNM000179255__gene2596																																																																	
OG0011145																										GNM000179255__gene2598																																																																	
OG0011146																										GNM000179255__gene2642																																																																	
OG0011147																										GNM000179255__gene2647																																																																	
OG0011148																										GNM000179255__gene2662																																																																	
OG0011149																										GNM000179255__gene2663																																																																	
OG0011150																										GNM000179255__gene2699																																																																	
OG0011151																										GNM000179255__gene2704																																																																	
OG0011152																										GNM000179255__gene2705																																																																	
OG0011153																										GNM000179255__gene2707																																																																	
OG0011154																										GNM000179255__gene2710																																																																	
OG0011155																										GNM000179255__gene2711																																																																	
OG0011156																										GNM000179255__gene2712																																																																	
OG0011157																										GNM000179255__gene2713																																																																	
